seqnames,start,end,width,strand,num_cpg,start_ind,end_ind,pi,loglik_diff,rna_gene_name,rna_gene_start,rna_gene_end,rna_gene_strand,vmr_to_gene_dist,vmr_rna_corr,vmr_n_avail_cell,promoter_rna_corr,promoter_n_avail_cell,context
7,120781726,120782844,1119,*,9,620850,620858,0.809870267157368,7.67478741784024,Vwa3a,120739318,120805742,+,0,-0.104035943842685,401,-0.249779741820482,441,VMRs overlapping with gene body
10,92971105,92972003,899,*,11,525783,525793,0.859340707155286,7.66696456079364,Cfap54,92775619,93081618,-,0,-0.109425622045153,259,-0.153401490708432,405,VMRs overlapping with gene body
5,103030955,103032740,1786,*,9,512467,512475,0.788517040165356,7.66621721956587,Mapk10,102907948,103211334,-,0,-0.20029232988455,216,-0.066740128599371,315,VMRs overlapping with gene body
5,104842384,104845980,3597,*,10,525771,525780,0.754068544702942,7.66214053670183,Zfp951,104813169,104860070,-,0,-0.255566920622486,269,-0.155355535025061,120,VMRs overlapping with gene body
2,124376480,124377795,1316,*,7,661079,661085,0.734550157792095,7.65841955009036,Sema6d,124089969,124667770,+,0,-0.0512142793757898,171,-0.0908558208805399,349,VMRs overlapping with gene body
13,54713682,54714293,612,*,10,301859,301868,0.864987660945544,7.65476967588922,Cdhr2,54701461,54736662,+,0,-0.235555188600286,269,-0.247949561466878,419,VMRs overlapping with gene body
6,86749695,86750051,357,*,5,418714,418718,0.792246484897666,7.65427669342582,Anxa4,86736840,86793584,-,0,-0.207704146012356,230,-0.0807313450556953,507,VMRs overlapping with gene body
3,53610283,53610894,612,*,11,237046,237056,0.846466387864918,7.65013471303708,Frem2,53513938,53657355,-,0,-0.0702486492855508,167,-0.0276785377035366,480,VMRs overlapping with gene body
19,9055795,9057675,1881,*,10,47012,47021,0.848864428907316,7.64914723265045,Ahnak,8989284,9076919,+,0,-0.203819260530709,396,-0.0595234509385293,456,VMRs overlapping with gene body
2,62346172,62346261,90,*,6,331119,331124,0.762030828226,7.64897919533936,Dpp4,62330073,62412231,-,0,-0.414617013608723,62,-0.34516553604222,304,VMRs overlapping with gene body
5,128381635,128382937,1303,*,6,727660,727665,0.751360919569441,7.64772416301229,Tmem132d,127781630,128433077,-,0,-0.221426413775454,258,-0.0889814453618525,436,VMRs overlapping with gene body
5,115561770,115564004,2235,*,8,611888,611895,0.773859885756952,7.6443924466586,Rplp0,115559467,115563727,+,0,0.155737963537682,202,0.100324067803228,423,VMRs overlapping with gene body
5,67667261,67667398,138,*,5,323870,323874,0.762865183536049,7.64412648560975,Atp8a1,67618140,67847434,-,0,-0.0753823074318099,154,-0.000999267479071347,587,VMRs overlapping with gene body
15,28320183,28321336,1154,*,8,126340,126347,0.821653414837408,7.64323685772603,Dnah5,28203752,28472045,+,0,-0.168762263450564,265,-0.11972295240491,396,VMRs overlapping with gene body
7,4954702,4955755,1054,*,5,12012,12016,0.722752271705701,7.64216545705837,Sbk2,4940512,4964406,-,0,-0.0790334440586336,227,-0.0217000187743418,543,VMRs overlapping with gene body
18,34563277,34564599,1323,*,7,151830,151836,0.742788567911382,7.6414784939669,Nme5,34562634,34579115,-,0,-0.0645082959511447,248,-0.136781603176886,433,VMRs overlapping with gene body
15,94979179,94981812,2634,*,13,518934,518946,0.802175625864611,7.64048685657929,Tmem117,94629185,95096097,+,0,-0.309013468093232,287,-0.0406023050683094,416,VMRs overlapping with gene body
4,35998964,36003755,4792,*,16,148484,148499,0.829480745488926,7.63563867523833,Lingo2,35706647,36951747,-,0,-0.14426765857829,342,-0.0106806091622996,572,VMRs overlapping with gene body
14,34983246,34986127,2882,*,15,159173,159187,0.852362117091735,7.6331938907482,Grid1,34819825,35583379,+,0,-0.206071411837468,386,0.0636662345814121,645,VMRs overlapping with gene body
8,32110803,32111160,358,*,7,172549,172555,0.813006333688878,7.62344437413524,Nrg1,31814551,32884029,-,0,-0.148017382551461,163,0.00325053704659022,630,VMRs overlapping with gene body
11,8832621,8834199,1579,*,12,40556,40567,0.852746455534943,7.6191001863698,Pkd1l1,8826708,8973266,-,0,-0.101548620872206,279,-0.103064543519191,530,VMRs overlapping with gene body
11,61039901,61040850,950,*,7,319393,319399,0.805927595919288,7.61891362458955,Kcnj12,61022564,61071131,+,0,-0.160798192946376,346,-0.102550233754635,535,VMRs overlapping with gene body
13,12504739,12506365,1627,*,5,44868,44872,0.667980260560929,7.61739293664493,Edaradd,12471209,12520450,-,0,-0.0849910595926284,216,-0.09521540301845,383,VMRs overlapping with gene body
5,21295525,21298275,2751,*,14,74809,74822,0.838957172665955,7.61514936938804,Ccdc146,21292961,21424677,-,0,-0.191894096830257,359,-0.0178440911749684,612,VMRs overlapping with gene body
15,94827567,94830162,2596,*,11,517869,517879,0.811473735364132,7.61467955723959,Tmem117,94629185,95096097,+,0,-0.20567937792041,250,-0.0406023050683094,416,VMRs overlapping with gene body
13,20600709,20602553,1845,*,9,80902,80910,0.681704692329642,7.61348226285575,Elmo1,20090596,20606528,+,0,0.0805509257355216,218,0.022552623334749,398,VMRs overlapping with gene body
4,49674161,49675153,993,*,5,228651,228655,0.385770820927457,7.61245757396982,Grin3a,49661611,49845744,-,0,-0.157696474307254,100,-0.11720676193628,465,VMRs overlapping with gene body
15,9442979,9445350,2372,*,13,36109,36121,0.828862220088103,7.61230487780222,Capsl,9436028,9466035,+,0,-0.0567823229912817,330,-0.154329460658401,290,VMRs overlapping with gene body
1,77405221,77406740,1520,*,13,375256,375268,0.831286313795199,7.60653120296542,Epha4,77367185,77515088,-,0,-0.12953337544876,268,0.00489596131240156,653,VMRs overlapping with gene body
1,178871879,178872939,1061,*,12,899130,899141,0.850414402901867,7.60544954855261,Kif26b,178529125,178939200,+,0,-0.170270542341805,299,-0.104012085175423,637,VMRs overlapping with gene body
16,22414323,22414699,377,*,8,110083,110090,0.849499798764326,7.60467818712873,Etv5,22381309,22439719,-,0,-0.240637851942751,232,0.0127518999392019,521,VMRs overlapping with gene body
4,65322958,65324145,1188,*,11,308773,308783,0.85714537582481,7.60374873226193,Pappa,65124174,65357509,+,0,-0.113598253547483,335,0.0660774221680154,402,VMRs overlapping with gene body
13,58317373,58318936,1564,*,9,334588,334596,0.80283049669394,7.60324985394188,Kif27,58287516,58354862,-,0,-0.192699409278234,355,-0.271929264792283,136,VMRs overlapping with gene body
3,138280752,138281326,575,*,11,697858,697868,0.873674926732289,7.6010044296148,Adh1,138260991,138290698,+,0,-0.253098643304721,151,-0.102505945037862,170,VMRs overlapping with gene body
10,64044833,64047485,2653,*,6,326584,326589,0.721660366921407,7.59754511872211,Lrrtm3,63928472,64090277,-,0,-0.292853619010823,90,-0.128935284984409,332,VMRs overlapping with gene body
5,30601907,30602304,398,*,6,128159,128164,0.802591577616514,7.59567514990767,Kcnk3,30588170,30625271,+,0,-0.113713804877755,300,0.0170793383283342,343,VMRs overlapping with gene body
7,75143437,75147270,3834,*,13,377027,377039,0.826798971019102,7.59269165087493,Sv2b,75114894,75309262,-,0,-0.285078900526775,359,-0.117142409366202,441,VMRs overlapping with gene body
2,146181654,146182308,655,*,7,785181,785187,0.79072874256737,7.59148892492977,Cfap61,145934784,146215039,+,0,-0.153038838930017,237,-0.02618951981064,595,VMRs overlapping with gene body
16,45812257,45815618,3362,*,10,253858,253867,0.803963189985194,7.5911360839572,Phldb2,45746243,45953598,-,0,0.0171167292850087,237,-0.0628710810985078,155,VMRs overlapping with gene body
4,143295065,143295877,813,*,7,782340,782346,0.821062562833635,7.58869391558426,Pdpn,143267431,143299564,-,0,-0.202023415728873,267,-0.155087433039447,427,VMRs overlapping with gene body
9,71276602,71276750,149,*,6,402777,402782,0.791021613487329,7.58396889525134,Aldh1a2,71215789,71296243,+,0,0.173060431479459,153,-0.103224397047401,620,VMRs overlapping with gene body
9,72822800,72824471,1672,*,14,413028,413041,0.865527430210078,7.58366687792568,Prtg,72806874,72917291,+,0,0.274206409372706,330,-0.0235577365255615,299,VMRs overlapping with gene body
2,35793388,35794138,751,*,7,204338,204344,0.821672202986436,7.57791793294426,Ttll11,35751241,35979913,-,0,-0.120099348959175,203,-0.186712166472245,473,VMRs overlapping with gene body
11,89775435,89775917,483,*,10,530212,530221,0.833687783286217,7.57721017154138,4932411E22Rik,89390223,89777653,-,0,-0.306630788039952,260,-0.214224624137176,347,VMRs overlapping with gene body
14,35506593,35511432,4840,*,14,161479,161492,0.78671918747765,7.57567878699427,Grid1,34819825,35583379,+,0,-0.175479954440309,282,0.0636662345814121,645,VMRs overlapping with gene body
8,95536504,95536755,252,*,5,529978,529982,0.709708019667042,7.57388154743437,Ccdc113,95534085,95558890,+,0,-0.153132643561222,141,-0.159977984817345,461,VMRs overlapping with gene body
5,48617825,48620683,2859,*,13,228885,228897,0.775506264457109,7.57386644036596,Kcnip4,48389502,49524907,-,0,-0.182248401225819,221,-0.132310658726827,425,VMRs overlapping with gene body
11,59253214,59255281,2068,*,13,305726,305738,0.811349575130964,7.5725518541881,Wnt3a,59248033,59290752,-,0,-0.0212268269316133,336,-0.110207071808238,529,VMRs overlapping with gene body
9,105314356,105315228,873,*,6,600283,600288,0.692105870823015,7.57082005462684,Nek11,105162156,105395524,-,0,-0.113005376955564,124,-0.105731487264471,490,VMRs overlapping with gene body
13,43654980,43657245,2266,*,12,216134,216145,0.778164484265101,7.5659441757193,Rnf182,43615710,43670945,+,0,-0.237644893455353,353,-0.181566943799832,351,VMRs overlapping with gene body
8,24136031,24137230,1200,*,10,123774,123783,0.853674535441772,7.56570160233121,Zmat4,23636019,24156585,+,0,-0.188371979615779,248,-0.189490238782446,430,VMRs overlapping with gene body
9,110815374,110815511,138,*,5,642707,642711,0.811474187038052,7.56511628885315,Prss44,110813994,110824523,+,0,-0.229327108229059,273,-0.134279233306473,438,VMRs overlapping with gene body
13,93719314,93719674,361,*,7,504639,504645,0.241014460912895,7.56285099006289,Dmgdh,93674433,93752831,+,0,-0.267415637076202,143,-0.135771796386871,442,VMRs overlapping with gene body
2,116010889,116014640,3752,*,11,610958,610968,0.774178830432118,7.56241529001664,Meis2,115863064,116065839,-,0,-0.0701251595816752,201,-0.0241335717185052,579,VMRs overlapping with gene body
3,30020537,30020904,368,*,6,112456,112461,0.803934065471337,7.55819930145766,Mecom,29951296,30548008,-,0,-0.0979759483920308,184,-0.119064125385,401,VMRs overlapping with gene body
8,71883766,71887152,3387,*,12,381462,381473,0.821582012877703,7.55612970366249,Zfp709,71882019,71895727,+,0,-0.225800404755261,282,0.0164147055855685,489,VMRs overlapping with gene body
2,169788181,169790037,1857,*,9,962953,962961,0.783480805331417,7.55534083726021,Tshz2,169633013,170071816,+,0,-0.179426507711559,367,-0.0426836058750316,497,VMRs overlapping with gene body
6,84797259,84798820,1562,*,8,405700,405707,0.727698080822525,7.54994760854923,Exoc6b,84618487,85069513,-,0,-0.175084571664382,209,-0.0442772556392816,421,VMRs overlapping with gene body
2,76360492,76361999,1508,*,10,421698,421707,0.765567740930338,7.54632675171873,Cyct,76353942,76360450,-,41,-0.266691281977808,219,-0.278800529008221,233,VMRs overlapping with promoter
5,128028830,128029673,844,*,6,725407,725412,0.783020211771246,7.54550590065753,Tmem132d,127781630,128433077,-,0,-0.207297735757096,205,-0.0889814453618525,436,VMRs overlapping with gene body
2,172868107,172868532,426,*,6,991213,991218,0.786316428391758,7.54436040058775,Bmp7,172868012,172940321,-,0,0.0246329759645016,161,0.0326417075644545,506,VMRs overlapping with gene body
7,99461871,99464054,2184,*,12,503307,503318,0.828117448827001,7.54273578527542,Gdpd5,99381414,99461877,+,0,-0.261268782681214,308,-0.132069435595944,481,VMRs overlapping with gene body
6,38949516,38950002,487,*,7,184280,184286,0.80572019228591,7.54272086234958,Tbxas1,38875404,39084585,+,0,-0.145806038108576,372,-0.127498871430982,407,VMRs overlapping with gene body
6,37410513,37411123,611,*,8,174007,174014,0.844568225970139,7.54194895492316,Creb3l2,37327255,37442146,-,0,-0.345081119278631,221,-0.0775138790995134,575,VMRs overlapping with gene body
8,31895583,31899151,3569,*,21,171219,171239,0.798768173624309,7.54116216088291,Nrg1,31814551,32884029,-,0,-0.159915544316043,242,0.00325053704659022,630,VMRs overlapping with gene body
5,53189553,53191466,1914,*,11,252270,252280,0.840619004537142,7.53959105412184,Sel1l3,53107083,53213927,-,0,-0.282198022697964,240,0.0962706987015278,450,VMRs overlapping with gene body
11,50744005,50744261,257,*,6,245651,245656,0.798033455876966,7.53591030541466,Adamts2,50602084,50807573,+,0,-0.212960466229284,165,-0.0964884812545821,573,VMRs overlapping with gene body
18,84948271,84949507,1237,*,11,487922,487932,0.82207546193884,7.53537780501129,Fbxo15,84935158,84981376,+,0,-0.380830269456356,245,-0.251911277784119,322,VMRs overlapping with gene body
10,93065009,93065137,129,*,5,526639,526643,0.779976924034036,7.53480879631124,Cfap54,92775619,93081618,-,0,-0.185340585192047,129,-0.153401490708432,405,VMRs overlapping with gene body
6,24451071,24451298,228,*,5,99593,99597,0.737586408082057,7.53301296282488,Iqub,24444865,24515067,-,0,-0.2511938392761,82,-0.309803751879462,112,VMRs overlapping with gene body
7,46663730,46664328,599,*,6,234344,234349,0.784656229841609,7.531719753602,Tph1,46644641,46672537,-,0,-0.191769078349807,232,-0.231941147484103,485,VMRs overlapping with gene body
6,32499473,32500588,1116,*,11,144662,144672,0.856111898012445,7.52782479176493,Plxna4,32144268,32588192,-,0,-0.155254728037031,202,-0.0548030912429187,417,VMRs overlapping with gene body
13,45792274,45793214,941,*,7,233793,233799,0.782947406985985,7.52745796287222,Atxn1,45549758,45964991,-,0,-0.11292773835319,171,-0.0115477765800097,579,VMRs overlapping with gene body
6,32575762,32576831,1070,*,11,145140,145150,0.86063624820817,7.52567167471004,Plxna4,32144268,32588192,-,0,-0.187999969606531,247,-0.0548030912429187,417,VMRs overlapping with gene body
6,92870375,92870777,403,*,5,459401,459405,0.680417747439402,7.52340241092883,Adamts9,92772699,92943492,-,0,-0.18663899725668,235,0.030933925438266,537,VMRs overlapping with gene body
1,132882905,132883462,558,*,7,635877,635883,0.80263154974043,7.52225938392285,Lrrn2,132880273,132940005,+,0,-0.201020030680554,201,-0.0373506833424309,510,VMRs overlapping with gene body
2,76940440,76942058,1619,*,10,427343,427352,0.809244746967352,7.51370369572901,Ttn,76703980,76982547,-,0,-0.176229089011926,186,-0.107920842371015,418,VMRs overlapping with gene body
3,64018311,64020617,2307,*,12,286897,286908,0.842972391758718,7.51111238192068,Gmps,63976106,64022579,+,0,0.243484257753383,312,-0.070032855865111,293,VMRs overlapping with gene body
6,116653941,116654341,401,*,5,589572,589576,0.398460858488297,7.50841408659989,Rassf4,116633008,116673952,-,0,-0.0802135637475841,209,-0.0457126642108751,492,VMRs overlapping with gene body
1,77374790,77375299,510,*,6,375006,375011,0.767848893305881,7.50482430739075,Epha4,77367185,77515088,-,0,-0.0273518839748863,192,0.00489596131240156,653,VMRs overlapping with gene body
16,31937137,31937938,802,*,6,168597,168602,0.745697544122496,7.50328676269679,Pigz,31933851,31946046,+,0,-0.162822870369765,174,-0.0526042940839245,578,VMRs overlapping with gene body
13,20512839,20515539,2701,*,13,80347,80359,0.850905383664526,7.50143285995787,Elmo1,20090596,20606528,+,0,0.0661046760117038,341,0.022552623334749,398,VMRs overlapping with gene body
10,100084645,100085983,1339,*,9,575497,575505,0.802700683190384,7.49988522426725,Kitl,100015630,100100413,+,0,-0.123993351062466,264,-0.0556123613938531,359,VMRs overlapping with gene body
6,37350344,37350819,476,*,8,173418,173425,0.816337617344884,7.49934662017835,Creb3l2,37327255,37442146,-,0,-0.184016574156634,130,-0.0775138790995134,575,VMRs overlapping with gene body
10,115533392,115534742,1351,*,5,652105,652109,0.711496740448796,7.49933083115598,Lgr5,115450311,115587780,-,0,-0.276727379671598,134,-0.0413878127832106,477,VMRs overlapping with gene body
6,32389386,32390883,1498,*,10,143927,143936,0.831580958345284,7.49757139540874,Plxna4,32144268,32588192,-,0,-0.0671652373009966,256,-0.0548030912429187,417,VMRs overlapping with gene body
16,48630768,48631215,448,*,5,265860,265864,0.394634707717642,7.48955417917902,Morc1,48431237,48630905,+,0,-0.166942841929727,98,-0.334098249889794,391,VMRs overlapping with gene body
5,35088158,35088916,759,*,6,158810,158815,0.762554253192924,7.48667556238802,Dok7,35056766,35087839,+,318,-0.151178866353201,212,-0.195227740213834,380,VMRs outside gene but within 1000-bp distance
7,107690823,107691375,553,*,6,544365,544370,0.793488390562438,7.47387935435746,Ppfibp2,107595207,107748583,+,0,-0.375632576886828,167,-0.174734352269016,469,VMRs overlapping with gene body
2,34998001,34998665,665,*,7,197887,197893,0.825802335418881,7.47254566431299,Hc,34983331,35061438,-,0,-0.284395784930495,219,-0.207121080004605,314,VMRs overlapping with gene body
12,86361990,86362395,406,*,5,435022,435026,0.537594988464433,7.47127698986719,Esrrb,86361117,86521628,+,0,-0.318326094533587,62,-0.180563150008685,496,VMRs overlapping with gene body
3,69439308,69440974,1667,*,14,316033,316046,0.846117386749327,7.46910756965625,Ppm1l,69316861,69560802,+,0,-0.197098049596283,267,0.0647254591354704,559,VMRs overlapping with gene body
4,36673980,36677411,3432,*,9,150672,150680,0.57756978693252,7.46765066684251,Lingo2,35706647,36951747,-,0,-0.283115344774752,75,-0.0106806091622996,572,VMRs overlapping with gene body
1,185469664,185470418,755,*,11,952218,952228,0.861780461546281,7.46170320032316,Slc30a10,185454848,185468762,+,901,-0.150667762946917,339,-0.122534129176035,547,VMRs outside gene but within 1000-bp distance
6,122756654,122757018,365,*,8,633204,633211,0.836492396953555,7.45938608040389,Slc2a3,122727809,122801640,-,0,-0.127251534590636,173,-0.0510615603995434,603,VMRs overlapping with gene body
1,179686164,179687074,911,*,12,906038,906049,0.846091865810303,7.4593829015254,Sccpdh,179668210,179687189,+,0,-0.126301210219662,180,-0.0812346592594699,529,VMRs overlapping with gene body
4,63993586,63994436,851,*,6,303939,303944,0.736537573322034,7.45751512160543,Tnc,63959785,64047015,-,0,-0.28790223343313,211,-0.112364929295646,338,VMRs overlapping with gene body
5,35809505,35810686,1182,*,7,164571,164577,0.812619504754155,7.45145200054019,Ablim2,35757880,35884973,+,0,-0.265843558042193,283,-0.129236432736788,461,VMRs overlapping with gene body
13,57476721,57478025,1305,*,8,326858,326865,0.285429555237943,7.44853498907162,Spock1,57421195,57908314,-,0,-0.0983442909128939,308,-0.0973522609072446,555,VMRs overlapping with gene body
2,52097583,52100441,2859,*,10,276506,276515,0.82018695404526,7.44252653480243,Rif1,52072837,52122383,+,0,0.0914997150510344,189,0.00307403295466371,511,VMRs overlapping with gene body
16,38781832,38783803,1972,*,11,218627,218637,0.678892025418758,7.43867245867947,Upk1b,38773184,38800203,-,0,-0.172882469018296,388,-0.265957056045694,464,VMRs overlapping with gene body
2,84446690,84449039,2350,*,14,463646,463659,0.855971331258757,7.43121596678352,Tfpi,84432855,84476775,-,0,-0.335736589464847,201,-0.432347295572485,389,VMRs overlapping with gene body
6,32482684,32483431,748,*,7,144539,144545,0.829624607662699,7.43102429130247,Plxna4,32144268,32588192,-,0,-0.119187243910815,311,-0.0548030912429187,417,VMRs overlapping with gene body
13,44891049,44891735,687,*,9,226441,226449,0.818015641774797,7.42423898398165,Jarid2,44729474,44921643,+,0,-0.00401827666464769,126,0.0234720368807505,274,VMRs overlapping with gene body
8,41342459,41343105,647,*,7,225873,225879,0.824736099314017,7.42368514853864,Asah1,41340197,41374773,-,0,-0.350666082037266,221,-0.0664931976821339,494,VMRs overlapping with gene body
2,117292979,117293276,298,*,7,617915,617921,0.836341093206029,7.42146764687321,Rasgrp1,117279993,117343001,-,0,-0.149106634822388,189,-0.12432507945754,577,VMRs overlapping with gene body
15,94825119,94826324,1206,*,11,517857,517867,0.844726109797329,7.4207812443377,Tmem117,94629185,95096097,+,0,-0.220228885787422,272,-0.0406023050683094,416,VMRs overlapping with gene body
9,41044913,41045668,756,*,5,184325,184329,0.502483478192584,7.41731462160495,Ubash3b,41011098,41161697,-,0,-0.255848335665569,190,-0.238437619234982,383,VMRs overlapping with gene body
3,63257457,63268639,11183,*,29,283290,283318,0.817671798838808,7.40775022471821,Mme,63241537,63386030,+,0,-0.299670467417856,473,-0.203362547338949,196,VMRs overlapping with gene body
1,90064393,90065227,835,*,7,448480,448486,0.795660027512808,7.40670551083498,Iqca,90042132,90153401,-,0,-0.268453759262615,255,-0.00813890958523204,472,VMRs overlapping with gene body
16,35296313,35296796,484,*,6,194721,194726,0.811574233197692,7.40590885870592,Adcy5,35154877,35305737,+,0,-0.14600792206864,271,-0.0747084940506065,587,VMRs overlapping with gene body
5,91617093,91617536,444,*,5,443460,443464,0.799780261869828,7.40498756070142,Parm1,91517615,91626894,+,0,-0.166542183888908,246,-0.137882241184232,411,VMRs overlapping with gene body
10,60490044,60490746,703,*,6,296512,296517,0.767617350686749,7.40408713679907,Cdh23,60302748,60696490,-,0,-0.11897283820976,337,-0.0865534369101079,424,VMRs overlapping with gene body
1,45915941,45917854,1914,*,10,209343,209352,0.835454760763593,7.4035471032726,Slc40a1,45908068,45926523,-,0,-0.293678142515607,237,-0.0883181817931069,384,VMRs overlapping with gene body
9,50661456,50664214,2759,*,18,259959,259976,0.827486601269938,7.40297036227864,Dixdc1,50662752,50739517,-,0,-0.120994941098648,254,-0.0888850482906023,502,VMRs overlapping with gene body
7,96311056,96312728,1673,*,8,481019,481026,0.79362926446247,7.39837164130216,Tenm4,96171246,96911093,+,0,0.108062552591625,314,0.070098534834305,341,VMRs overlapping with gene body
3,53127334,53128274,941,*,8,233165,233172,0.826206715723416,7.39089649904724,Lhfp,53041528,53261679,+,0,-0.0374555074265866,179,-0.0518457931351973,571,VMRs overlapping with gene body
19,56302581,56302849,269,*,7,351788,351794,0.838706530227467,7.39056090300075,Habp2,56287137,56320822,+,0,-0.17943711757684,213,-0.336673427238485,489,VMRs overlapping with gene body
15,94750964,94752798,1835,*,11,517213,517223,0.788096678984872,7.38972845431409,Tmem117,94629185,95096097,+,0,-0.311504870119131,168,-0.0406023050683094,416,VMRs overlapping with gene body
8,45756348,45758001,1654,*,10,248217,248226,0.791642625608574,7.38688899714554,Sorbs2,45507788,45827906,+,0,-0.133230254388886,149,-0.0365738233067435,389,VMRs overlapping with gene body
7,37547087,37547582,496,*,5,178653,178657,0.690191322108506,7.385512094911,Zfp536,37472135,37773641,-,0,-0.210499680167187,48,-0.0404596694503652,449,VMRs overlapping with gene body
5,39657344,39659031,1688,*,15,190900,190914,0.843644763201319,7.38163997885972,Hs3st1,39613935,39755475,-,0,-0.300058889227333,240,-0.352832204035352,307,VMRs overlapping with gene body
9,23290109,23294081,3973,*,16,93546,93561,0.835739359405226,7.38111515080173,Bmper,23223076,23485200,+,0,-0.257267183392318,259,-0.0142312074005352,576,VMRs overlapping with gene body
5,98265131,98265437,307,*,7,475055,475061,0.812843893196183,7.37973021435418,Fgf5,98254184,98277030,+,0,0.258242834141158,171,0.0100502765042844,593,VMRs overlapping with gene body
3,100083155,100086449,3295,*,7,477293,477299,0.678930545588159,7.37849220966241,Spag17,99885406,100143322,+,0,-0.184415950623297,148,-0.151178831597833,377,VMRs overlapping with gene body
2,27092800,27094407,1608,*,9,130420,130428,0.844818461318867,7.37536011786053,Adamtsl2,27079379,27108981,+,0,-0.118437773763276,364,-0.101135186290107,457,VMRs overlapping with gene body
12,118025896,118026520,625,*,6,636704,636709,0.837354627252677,7.37494423786174,Dnah11,117877982,118199043,-,0,-0.164327964460517,349,-0.069192068325945,89,VMRs overlapping with gene body
16,35254161,35254431,271,*,5,194336,194340,0.79543741992368,7.37248748668787,Adcy5,35154877,35305737,+,0,-0.148120721393125,211,-0.0747084940506065,587,VMRs overlapping with gene body
1,93181907,93182564,658,*,8,472047,472054,0.844699630068949,7.37195558351309,Crocc2,93168725,93231072,+,0,-0.0366192963162983,262,-0.186785585283684,435,VMRs overlapping with gene body
6,125966892,125970089,3198,*,14,653173,653186,0.824340590228938,7.37072434408777,Ano2,125690419,126040126,+,0,-0.201332550734885,409,-0.156742892552837,408,VMRs overlapping with gene body
10,111481924,111482284,361,*,9,630104,630112,0.854879778544162,7.37000170988053,Nap1l1,111473192,111498142,+,0,0.248527438454719,197,0.00545796786710437,567,VMRs overlapping with gene body
6,40137744,40138094,351,*,5,192575,192579,0.780008077732606,7.36664232219671,Tmem178b,39873271,40255150,+,0,-0.163866752513356,139,0.0142199322195755,694,VMRs overlapping with gene body
6,32537081,32538026,946,*,7,144891,144897,0.804995541137247,7.36562797497311,Plxna4,32144268,32588192,-,0,-0.191577757778554,201,-0.0548030912429187,417,VMRs overlapping with gene body
2,131176025,131176891,867,*,6,707837,707842,0.757391021521101,7.36244611892184,Spef1,131170261,131187282,-,0,-0.130361571302677,190,-0.0682576911983698,502,VMRs overlapping with gene body
13,110052760,110054484,1725,*,13,615350,615362,0.832227411312861,7.36211538557567,Rab3c,110054187,110280206,-,0,-0.279662139259033,301,-0.0107448622178166,419,VMRs overlapping with gene body
5,135326788,135327739,952,*,6,780592,780597,0.593033831597656,7.35455849642586,Fkbp6,135291704,135350044,-,0,-0.0567838635006205,279,-0.258910092966383,466,VMRs overlapping with gene body
5,66166679,66167226,548,*,6,310334,310339,0.809088938430707,7.35361465694338,Rbm47,66016549,66173118,-,0,-0.353711149501194,278,-0.223050526325077,416,VMRs overlapping with gene body
13,41375210,41375951,742,*,8,198856,198863,0.841427788511465,7.35237747160381,Nedd9,41309916,41487320,-,0,-0.25964784111607,262,-0.340464545926087,346,VMRs overlapping with gene body
6,128027291,128027519,229,*,5,669011,669015,0.781402546925337,7.34987388220581,Tspan9,127961396,128143594,-,0,-0.188037833063471,120,-0.0226530152936951,549,VMRs overlapping with gene body
14,8368282,8369790,1509,*,6,9764,9769,0.774536207759832,7.34777988094606,Oit1,8348948,8378763,-,0,-0.190894500702563,331,-0.165815765621971,403,VMRs overlapping with gene body
2,60787843,60788468,626,*,6,322863,322868,0.811384096289814,7.34623227796678,Rbms1,60750193,60963192,-,0,0.26675480604687,186,0.00691425042318253,390,VMRs overlapping with gene body
8,45604989,45605637,649,*,9,247134,247142,0.821265807002195,7.34534237152423,Sorbs2,45507788,45827906,+,0,-0.0194960594905232,127,-0.0365738233067435,389,VMRs overlapping with gene body
8,65033905,65034670,766,*,6,342424,342429,0.313007291146529,7.34483859819662,Apela,65028417,65037336,-,0,-0.239466230379772,137,-0.0527463133543198,216,VMRs overlapping with gene body
10,44146512,44147454,943,*,9,224072,224080,0.828123098449157,7.34365216078846,Aim1,43950636,44148853,-,0,-0.164790352867931,187,0.0499806307795029,464,VMRs overlapping with gene body
6,35273468,35273940,473,*,8,162887,162894,0.798088445885027,7.3379448710945,Slc13a4,35267957,35308131,-,0,-0.105264638152218,238,-0.243337897386151,445,VMRs overlapping with gene body
15,6348202,6348980,779,*,10,15228,15237,0.840179312242169,7.33736117310273,Dab2,6299788,6440712,+,0,-0.30559638592713,183,-0.169036395342977,326,VMRs overlapping with gene body
5,150031269,150031473,205,*,5,905578,905582,0.737842635901744,7.33299207486007,Rxfp2,150018675,150082184,+,0,-0.200454859205661,198,-0.086991333927255,410,VMRs overlapping with gene body
15,98714399,98715584,1186,*,10,554583,554592,0.828595647412443,7.32822171216392,Ccdc65,98708207,98723326,+,0,-0.157526964819122,288,-0.11622288240089,358,VMRs overlapping with gene body
6,54604828,54606210,1383,*,14,270262,270275,0.841367678904339,7.32637063235426,Plekha8,54595111,54645839,+,0,-0.0286525346457928,225,-0.030518148687131,469,VMRs overlapping with gene body
1,166102342,166102667,326,*,8,821110,821117,0.849572436469464,7.32568003826257,Dusp27,166098148,166127922,-,0,-0.203553467805334,197,-0.293086653370185,477,VMRs overlapping with gene body
